seqid,start,end,strand,gene_name
NZ_LR881938.1,1232400,1233941,-,nhaB
NZ_LR881938.1,1234162,1234881,+,fadR
NZ_LR881938.1,1234933,1236465,-,ycgB
NZ_LR881938.1,1236795,1238093,+,dadA
NZ_LR881938.1,1238103,1239173,+,dadX
NZ_LR881938.1,1239559,1241295,-,cvrA
NZ_LR881938.1,1241390,1242304,-,ldcA
NZ_LR881938.1,1242404,1243015,+,emtA
NZ_LR881938.1,1243017,1243751,-,ycgR
NZ_LR881938.1,1243952,1244206,+,ymgE
NZ_LR881938.1,1244384,1244824,+,ycgY
NZ_LR881938.1,1244903,1246600,-,treA
NZ_LR881938.1,1246920,1248338,-,dhaM
NZ_LR881938.1,1248349,1248981,-,dhaL
NZ_LR881938.1,1248992,1250062,-,dhaK
NZ_LR881938.1,1250290,1252209,+,dhaR
NZ_LR881938.1,1252309,1255176,-,ycgV
NZ_LR881938.1,1255945,1257036,-,ychF
NZ_LR881938.1,1257153,1257737,-,pth
NZ_LR881938.1,1258015,1258293,+,ychH
NZ_LR881938.1,1258348,1260027,-,dauA
NZ_LR881938.1,1260152,1261099,-,prs
NZ_LR881938.1,1261250,1262101,-,ispE
NZ_LR881938.1,1262101,1262724,-,lolB
NZ_LR881938.1,1262938,1264194,+,hemA
NZ_LR881938.1,1264236,1265318,+,prfA
NZ_LR881938.1,1265318,1266151,+,prmC
NZ_LR881938.1,1266148,1266540,+,sirB2
NZ_LR881938.1,1266544,1267353,+,sirB1
NZ_LR881938.1,1267389,1268243,+,kdsA
NZ_LR881938.1,1268392,1268499,-,IEU92_RS06175
NZ_LR881938.1,1268927,1269034,-,IEU92_RS06180
NZ_LR881938.1,1269462,1269569,-,IEU92_RS06185
NZ_LR881938.1,1269973,1271073,-,chaA
NZ_LR881938.1,1271343,1271573,+,chaB
NZ_LR881938.1,1271731,1272426,+,chaC
NZ_LR881938.1,1272470,1272823,-,ychN
NZ_LR881938.1,1273008,1274402,+,ychO
NZ_LR881938.1,1274403,1275053,-,narL
NZ_LR881938.1,1275046,1276842,-,narX
NZ_LR881938.1,1277181,1278572,+,narK
NZ_LR881938.1,1279088,1282831,+,narG
NZ_LR881938.1,1282828,1284366,+,narH
NZ_LR881938.1,1284363,1285073,+,narJ
NZ_LR881938.1,1285073,1285750,+,narI
NZ_LR881938.1,1285934,1286065,-,IEU92_RS06250
NZ_LR881938.1,1286112,1286243,-,IEU92_RS06255
NZ_LR881938.1,1286290,1286421,-,IEU92_RS06260
NZ_LR881938.1,1286468,1286552,-,IEU92_RS06265
NZ_LR881938.1,1286587,1286718,-,IEU92_RS06270
NZ_LR881938.1,1286762,1286846,-,IEU92_RS06275
NZ_LR881938.1,1287006,1287848,-,purU
NZ_LR881938.1,1287898,1288356,-,ychJ
NZ_LR881938.1,1288469,1289374,+,rssA
NZ_LR881938.1,1289466,1290479,+,rssB
NZ_LR881938.1,1290681,1291589,+,galU
NZ_LR881938.1,1291733,1292146,-,hns
NZ_LR881938.1,1292751,1293368,+,tdk
NZ_LR881938.1,1294670,1297345,-,adhE
NZ_LR881938.1,1297738,1297791,+,ychE
NZ_LR881938.1,1297822,1298469,+,ychE
NZ_LR881938.1,1298627,1298923,-,IEU92_RS06330
NZ_LR881938.1,1299207,1300838,+,oppA
NZ_LR881938.1,1300924,1301844,+,oppB
NZ_LR881938.1,1301859,1302767,+,oppC
NZ_LR881938.1,1302779,1303792,+,oppD
NZ_LR881938.1,1303789,1304793,+,oppF
NZ_LR881938.1,1304846,1305175,-,yciU
NZ_LR881938.1,1305210,1306670,-,cls
NZ_LR881938.1,1306813,1306986,+,yciY
NZ_LR881938.1,1307041,1308294,-,kch
NZ_LR881938.1,1308594,1308890,-,yciI
NZ_LR881938.1,1309114,1309833,+,tonB
NZ_LR881938.1,1309873,1310271,-,yciA
NZ_LR881938.1,1310376,1310915,-,yciB
NZ_LR881938.1,1310945,1311688,-,yciC
NZ_LR881938.1,1312045,1312683,+,ompW
NZ_LR881938.1,1312743,1313249,-,yciE
NZ_LR881938.1,1313295,1313795,-,yciF
NZ_LR881938.1,1313881,1314060,-,yciG
NZ_LR881938.1,1314441,1315247,-,trpA
NZ_LR881938.1,1315247,1316440,-,trpB
NZ_LR881938.1,1316452,1317813,-,trpCF
NZ_LR881938.1,1317814,1319409,-,trpD
NZ_LR881938.1,1319409,1320971,-,trpE
NZ_LR881938.1,1321063,1321107,-,trpL
NZ_LR881938.1,1321245,1322126,+,rnm
NZ_LR881938.1,1322123,1322743,+,yciO
NZ_LR881938.1,1322771,1324666,+,yciQ
NZ_LR881938.1,1324877,1325752,+,rluB
NZ_LR881938.1,1325792,1326382,-,cobO
NZ_LR881938.1,1326379,1327137,-,yciK
NZ_LR881938.1,1327357,1328406,+,sohB
NZ_LR881938.1,1328442,1328693,-,yciN
NZ_LR881938.1,1329073,1331670,+,topA
NZ_LR881938.1,1331880,1332854,+,cysB
NZ_LR881938.1,1333173,1333313,+,ymiA
NZ_LR881938.1,1333316,1333483,+,yciX
NZ_LR881938.1,1333597,1333692,+,ymiC
NZ_LR881938.1,1333856,1336531,+,acnA
NZ_LR881938.1,1336595,1337185,-,ribA
NZ_LR881938.1,1337355,1338119,+,pgpB
NZ_LR881938.1,1338268,1338576,+,lapA
NZ_LR881938.1,1338583,1339752,+,lapB
NZ_LR881938.1,1339946,1340683,+,pyrF
NZ_LR881938.1,1340683,1341009,+,yciH
NZ_LR881938.1,1341135,1341353,-,osmB
NZ_LR881938.1,1341622,1342371,-,yciT
NZ_LR881938.1,1342461,1342634,-,yciZ
NZ_LR881938.1,1342672,1342800,+,ymiD
NZ_LR881938.1,1342782,1344767,-,pdeR
NZ_LR881938.1,1344821,1344925,+,IEU92_RS06580
NZ_LR881938.1,1345003,1346937,-,rnb
NZ_LR881938.1,1347005,1348132,-,yciW
NZ_LR881938.1,1348276,1349064,-,fabI
NZ_LR881938.1,1349432,1349785,-,ycjD
NZ_LR881938.1,1349853,1350659,-,sapF
NZ_LR881938.1,1350661,1351653,-,sapD
NZ_LR881938.1,1351653,1352543,-,sapC
NZ_LR881938.1,1352530,1353495,-,sapB
NZ_LR881938.1,1353492,1355135,-,sapA
NZ_LR881938.1,1355448,1355693,-,ymjA
NZ_LR881938.1,1355827,1357212,-,puuP
NZ_LR881938.1,1357202,1357366,-,ymjE
NZ_LR881938.1,1357515,1358933,-,puuA
NZ_LR881938.1,1359145,1359909,+,puuD
NZ_LR881938.1,1359936,1360493,+,puuR
NZ_LR881938.1,1360768,1362255,+,puuC
NZ_LR881938.1,1362257,1363537,+,puuB
NZ_LR881938.1,1363575,1364840,+,puuE
NZ_LR881938.1,1364960,1365937,-,pspF
NZ_LR881938.1,1366104,1366772,+,pspA
NZ_LR881938.1,1366826,1367050,+,pspB
NZ_LR881938.1,1367050,1367409,+,pspC
NZ_LR881938.1,1367418,1367639,+,pspD
NZ_LR881938.1,1367714,1368028,+,pspE
NZ_LR881938.1,1368241,1369920,+,ycjM
NZ_LR881938.1,1369934,1371226,+,ycjN
NZ_LR881938.1,1371247,1372128,+,ycjO
NZ_LR881938.1,1372115,1372957,+,ycjP
NZ_LR881938.1,1372988,1374040,+,ycjQ
NZ_LR881938.1,1374059,1374847,+,ycjR
NZ_LR881938.1,1374857,1375912,+,ycjS
NZ_LR881938.1,1375909,1378176,+,ycjT
NZ_LR881938.1,1378173,1378832,+,pgmB
NZ_LR881938.1,1379972,1380877,+,ompG
NZ_LR881938.1,1380988,1381986,-,ycjW
NZ_LR881938.1,1382142,1383539,+,ycjX
NZ_LR881938.1,1383536,1384597,+,ycjF
NZ_LR881938.1,1384745,1386286,+,tyrR
NZ_LR881938.1,1386330,1386836,-,tpx
NZ_LR881938.1,1386955,1387920,+,ycjG
NZ_LR881938.1,1387895,1388623,-,mpaA
NZ_LR881938.1,1388958,1389878,-,ycjY
NZ_LR881938.1,1390016,1390915,+,pgrR
NZ_LR881938.1,1391252,1392865,+,mppA
NZ_LR881938.1,1392916,1393947,-,ynaI
NZ_LR881938.1,1394137,1395117,+,IEU92_RS06825
NZ_LR881938.1,1396269,1397504,-,intR
NZ_LR881938.1,1397506,1397721,-,xisR
NZ_LR881938.1,1397800,1398009,-,rcbA
NZ_LR881938.1,1398002,1398196,-,ralR
NZ_LR881938.1,1398253,1399062,-,recT
NZ_LR881938.1,1399055,1401655,-,recE
NZ_LR881938.1,1401757,1402032,-,racC
NZ_LR881938.1,1402107,1402277,-,ydaE
NZ_LR881938.1,1402277,1402498,-,kilR
NZ_LR881938.1,1402940,1403428,+,sieB
NZ_LR881938.1,1403425,1403580,-,ydaF
NZ_LR881938.1,1403591,1403725,-,IEU92_RS22565
NZ_LR881938.1,1404034,1404510,-,racR
NZ_LR881938.1,1404634,1404930,+,ydaS
NZ_LR881938.1,1404953,1405375,+,ydaT
NZ_LR881938.1,1405388,1406245,+,ydaU
NZ_LR881938.1,1406252,1406998,+,ydaV
NZ_LR881938.1,1407464,1407913,+,IEU92_RS22725
NZ_LR881938.1,1408051,1409508,+,trkG
NZ_LR881938.1,1409646,1409909,+,ynaK
NZ_LR881938.1,1409890,1410249,+,ydaY
NZ_LR881938.1,1411785,1412033,-,IEU92_RS22680
NZ_LR881938.1,1412015,1412995,-,IEU92_RS06950
NZ_LR881938.1,1413318,1416680,+,stfR
NZ_LR881938.1,1416680,1417255,+,tfaR
NZ_LR881938.1,1417353,1417943,-,pinR
NZ_LR881938.1,1418260,1418493,-,ydfK
NZ_LR881938.1,1418562,1418675,-,ynaM
NZ_LR881938.1,1419454,1419888,-,uspF
NZ_LR881938.1,1420029,1421162,-,ompN
NZ_LR881938.1,1421529,1425053,-,nifJ
NZ_LR881938.1,1425327,1425593,+,ydbJ
NZ_LR881938.1,1425590,1426012,-,hslJ
NZ_LR881938.1,1426123,1427112,-,ldhA
NZ_LR881938.1,1427320,1429959,+,ydbH
NZ_LR881938.1,1429956,1430141,+,ynbE
NZ_LR881938.1,1430149,1430475,+,ydbL
NZ_LR881938.1,1430647,1431552,-,feaR
NZ_LR881938.1,1431788,1433287,+,feaB
NZ_LR881938.1,1433345,1435618,-,tynA
NZ_LR881938.1,1435866,1437911,-,paaZ
NZ_LR881938.1,1438196,1439125,+,paaA
NZ_LR881938.1,1439137,1439424,+,paaB
NZ_LR881938.1,1439433,1440179,+,paaC
NZ_LR881938.1,1440194,1440691,+,paaD
NZ_LR881938.1,1440699,1441769,+,paaE
NZ_LR881938.1,1441766,1442533,+,paaF
NZ_LR881938.1,1442533,1443321,+,paaG
NZ_LR881938.1,1443323,1444750,+,paaH
NZ_LR881938.1,1444740,1445162,+,paaI
NZ_LR881938.1,1445162,1446367,+,paaJ
NZ_LR881938.1,1446394,1447707,+,paaK
NZ_LR881938.1,1447808,1448758,+,paaX
NZ_LR881938.1,1448740,1449330,+,paaY
NZ_LR881938.1,1449434,1449499,-,IEU92_RS07115
NZ_LR881938.1,1452190,1453418,-,IEU92_RS07125
NZ_LR881938.1,1453627,1454778,+,IEU92_RS07130
NZ_LR881938.1,1458490,1459350,+,pdxI
NZ_LR881938.1,1459413,1461719,+,ydbD
NZ_LR881938.1,1461890,1462495,+,ynbA
NZ_LR881938.1,1462495,1463391,+,ynbB
NZ_LR881938.1,1463407,1465164,+,ynbC
NZ_LR881938.1,1465154,1466470,+,ynbD
NZ_LR881938.1,1466524,1467129,-,azoR
NZ_LR881938.1,1467330,1471232,+,hrpA
NZ_LR881938.1,1471504,1472304,+,ydcF
NZ_LR881938.1,1472501,1473940,+,aldA
NZ_LR881938.1,1475171,1475701,+,cybB
NZ_LR881938.1,1475946,1476119,+,IEU92_RS07200
NZ_LR881938.1,1476145,1476213,+,yncP
NZ_LR881938.1,1476191,1476340,-,hokB
NZ_LR881938.1,1476739,1478379,+,trg
NZ_LR881938.1,1478417,1479340,-,ydcI
NZ_LR881938.1,1479557,1480900,+,hglS
NZ_LR881938.1,1481125,1482780,+,opgD
NZ_LR881938.1,1482920,1483144,+,ydcH
NZ_LR881938.1,1483207,1483746,+,rimL
NZ_LR881938.1,1483738,1484718,-,ydcK
NZ_LR881938.1,1484842,1485834,+,tehA
NZ_LR881938.1,1485831,1486424,+,tehB
NZ_LR881938.1,1486726,1487394,+,ydcL
NZ_LR881938.1,1487926,1489134,+,insQ
NZ_LR881938.1,1489174,1490388,-,ydcO
NZ_LR881938.1,1490441,1490977,+,sutR
NZ_LR881938.1,1491050,1493011,+,rlhA
NZ_LR881938.1,1493103,1493333,-,yncJ
NZ_LR881938.1,1493555,1493731,+,hicA
NZ_LR881938.1,1493777,1494193,+,hicB
NZ_LR881938.1,1494272,1495678,+,ydcR
NZ_LR881938.1,1495923,1497068,+,ydcS
NZ_LR881938.1,1497086,1498099,+,ydcT
NZ_LR881938.1,1498100,1499041,+,ydcU
NZ_LR881938.1,1499031,1499825,+,ydcV
NZ_LR881938.1,1499847,1501271,+,patD
NZ_LR881938.1,1501368,1501463,-,yncL
NZ_LR881938.1,1501658,1501831,+,ortT
NZ_LR881938.1,1501917,1502150,+,ydcY
NZ_LR881938.1,1502151,1502600,-,ydcZ
NZ_LR881938.1,1502597,1503115,-,mnaT
NZ_LR881938.1,1503296,1504333,+,curA
NZ_LR881938.1,1504531,1505196,+,mcbR
NZ_LR881938.1,1505232,1507334,-,pqqU
NZ_LR881938.1,1507576,1508637,+,yncE
NZ_LR881938.1,1508750,1510249,-,ansP
NZ_LR881938.1,1510516,1511133,+,yncG
NZ_LR881938.1,1511209,1511421,+,yncH
NZ_LR881938.1,1514191,1514673,+,ydcD
NZ_LR881938.1,1514588,1514773,-,IEU92_RS07400
NZ_LR881938.1,1516085,1517221,+,IEU92_RS07410
NZ_LR881938.1,1517321,1517554,+,pptA
NZ_LR881938.1,1517551,1518120,-,yddH
NZ_LR881938.1,1518293,1519138,+,nhoA
NZ_LR881938.1,1519234,1520127,-,yddE
NZ_LR881938.1,1520206,1520886,-,narI
NZ_LR881938.1,1520883,1521578,-,narW
NZ_LR881938.1,1521578,1523122,-,narH
NZ_LR881938.1,1523119,1526859,-,narZ
NZ_LR881938.1,1526941,1528329,-,narU
NZ_LR881938.1,1530557,1531438,-,yddG
NZ_LR881938.1,1531670,1534717,+,fdnG
NZ_LR881938.1,1534730,1535614,+,fdnH
NZ_LR881938.1,1535607,1536260,+,fdnI
NZ_LR881938.1,1536667,1536951,-,yddM
NZ_LR881938.1,1537097,1538107,-,adhP
NZ_LR881938.1,1538241,1539938,-,maeA
NZ_LR881938.1,1540095,1540232,-,sra
NZ_LR881938.1,1540334,1540549,-,bdm
NZ_LR881938.1,1540894,1541325,+,osmC
NZ_LR881938.1,1541381,1542307,-,ddpF
NZ_LR881938.1,1542300,1543286,-,ddpD
NZ_LR881938.1,1543283,1544179,-,ddpC
NZ_LR881938.1,1544176,1545198,-,ddpB
NZ_LR881938.1,1545200,1546750,-,ddpA
NZ_LR881938.1,1546764,1547345,-,ddpX
NZ_LR881938.1,1547603,1550002,-,dosP
NZ_LR881938.1,1550027,1551409,-,dosC
NZ_LR881938.1,1551773,1553092,-,digH
NZ_LR881938.1,1553223,1554758,-,gadC
NZ_LR881938.1,1554914,1556314,-,gadB
NZ_LR881938.1,1556676,1559459,-,pqqL
NZ_LR881938.1,1559516,1561888,-,yddB
NZ_LR881938.1,1561926,1563611,-,yddA
NZ_LR881938.1,1563814,1563936,+,IEU92_RS07595
NZ_LR881938.1,1563902,1565059,-,ydeM
NZ_LR881938.1,1565111,1566793,-,ydeN
NZ_LR881938.1,1567195,1567956,-,ydeO
NZ_LR881938.1,1568031,1568228,-,safA
NZ_LR881938.1,1568476,1570755,-,ydeP
NZ_LR881938.1,1571089,1572003,-,ydeQ
NZ_LR881938.1,1572062,1572565,-,ydeR
NZ_LR881938.1,1572578,1573108,-,ydeS
NZ_LR881938.1,1575123,1576445,-,hipA
NZ_LR881938.1,1576445,1576711,-,hipB
NZ_LR881938.1,1582886,1584478,-,lsrK
NZ_LR881938.1,1584557,1585510,-,lsrR
NZ_LR881938.1,1585759,1587294,+,lsrA
NZ_LR881938.1,1587288,1588316,+,lsrC
NZ_LR881938.1,1588316,1589308,+,lsrD
NZ_LR881938.1,1589320,1590342,+,lsrB
NZ_LR881938.1,1590369,1591244,+,lsrF
NZ_LR881938.1,1591268,1591558,+,lsrG
NZ_LR881938.1,1591615,1592373,+,tam
NZ_LR881938.1,1592377,1593291,-,yneE
NZ_LR881938.1,1593498,1594949,-,uxaB
NZ_LR881938.1,1596235,1596594,-,yneG
NZ_LR881938.1,1596594,1597520,-,glsB
NZ_LR881938.1,1597584,1598972,-,sad
NZ_LR881938.1,1599073,1599954,+,ptrR
NZ_LR881938.1,1600032,1601147,+,yneK
NZ_LR881938.1,1601297,1602487,+,ydeA
NZ_LR881938.1,1602512,1603177,-,marC
NZ_LR881938.1,1603389,1603823,+,marR
NZ_LR881938.1,1603843,1604226,+,marA
NZ_LR881938.1,1604258,1604476,+,marB
NZ_LR881938.1,1604507,1605406,-,eamA
NZ_LR881938.1,1605601,1606788,+,ydeE
NZ_LR881938.1,1606915,1607010,+,mgtS
NZ_LR881938.1,1607010,1607114,+,mgtT
NZ_LR881938.1,1607229,1608119,-,dgcZ
NZ_LR881938.1,1608374,1608766,-,ydeI
NZ_LR881938.1,1609042,1609560,+,ydeJ
NZ_LR881938.1,1609604,1611649,-,dcp
NZ_LR881938.1,1611786,1612532,+,ydfG
NZ_LR881938.1,1612621,1613307,+,rspR
NZ_LR881938.1,1613484,1613687,+,ydfZ
NZ_LR881938.1,1613722,1615182,-,ydfI
NZ_LR881938.1,1617159,1617272,+,ynfT
NZ_LR881938.1,1617341,1617574,+,ydfK
NZ_LR881938.1,1617891,1618481,+,pinQ
NZ_LR881938.1,1618579,1619154,-,tfaQ
NZ_LR881938.1,1620067,1620636,-,nohA
NZ_LR881938.1,1621025,1621258,+,ynfO
NZ_LR881938.1,1621316,1621726,+,ydfO
NZ_LR881938.1,1621878,1622051,-,gnsB
NZ_LR881938.1,1622457,1622522,-,ynfR
NZ_LR881938.1,1622525,1622713,-,ymcF
NZ_LR881938.1,1622724,1622936,-,cspI
NZ_LR881938.1,1623299,1623796,-,rzpQ
NZ_LR881938.1,1623793,1624326,-,rrrQ
NZ_LR881938.1,1624323,1624634,-,ydfR
NZ_LR881938.1,1624639,1624854,-,essD
NZ_LR881938.1,1625074,1625244,+,ynfU
NZ_LR881938.1,1625608,1625823,-,cspB
NZ_LR881938.1,1626124,1626336,+,cspF
NZ_LR881938.1,1626391,1626480,+,IEU92_RS07935
NZ_LR881938.1,1626758,1627510,-,ydfT
NZ_LR881938.1,1627524,1628573,-,ydfU
NZ_LR881938.1,1628575,1628853,-,IEU92_RS07950
NZ_LR881938.1,1628920,1629171,-,rem
NZ_LR881938.1,1629388,1629543,-,hokD
NZ_LR881938.1,1629615,1629902,-,relE
NZ_LR881938.1,1629902,1630141,-,relB
NZ_LR881938.1,1630166,1630471,+,ydfV
NZ_LR881938.1,1630674,1631006,+,flxA
NZ_LR881938.1,1631443,1631592,-,ydfW
NZ_LR881938.1,1631889,1632119,-,dicC
NZ_LR881938.1,1632203,1632610,+,dicA
NZ_LR881938.1,1632777,1632932,+,ydfA
NZ_LR881938.1,1632934,1633062,+,ydfB
NZ_LR881938.1,1633092,1633310,+,ydfC
NZ_LR881938.1,1633878,1634066,+,dicB
NZ_LR881938.1,1634063,1634254,+,ydfD
NZ_LR881938.1,1637165,1638184,-,rspB
NZ_LR881938.1,1638196,1639410,-,rspA
NZ_LR881938.1,1639616,1639942,-,ynfA
NZ_LR881938.1,1640077,1640418,+,ynfB
NZ_LR881938.1,1640453,1641013,+,speG
NZ_LR881938.1,1641016,1641726,-,ynfC
NZ_LR881938.1,1641834,1642139,+,ynfD
NZ_LR881938.1,1642338,1644764,+,ynfE
NZ_LR881938.1,1644825,1647248,+,ynfF
NZ_LR881938.1,1647259,1647876,+,ynfG
NZ_LR881938.1,1647878,1648732,+,ynfH
NZ_LR881938.1,1648775,1649389,+,dmsD
NZ_LR881938.1,1649548,1650840,+,clcB
NZ_LR881938.1,1650793,1651488,-,bioD
NZ_LR881938.1,1651613,1652833,-,mlc
NZ_LR881938.1,1652968,1653861,-,ynfL
NZ_LR881938.1,1653968,1655221,+,ynfM
NZ_LR881938.1,1655270,1655389,-,IEU92_RS22685
NZ_LR881938.1,1655645,1655953,+,asr
NZ_LR881938.1,1656046,1656129,+,IEU92_RS08135
NZ_LR881938.1,1656229,1657050,+,ydgD
NZ_LR881938.1,1657089,1657418,-,mdtI
NZ_LR881938.1,1657405,1657770,-,mdtJ
NZ_LR881938.1,1657877,1658047,-,IEU92_RS22735
NZ_LR881938.1,1658182,1659216,+,tqsA
NZ_LR881938.1,1659241,1660629,-,pntB
NZ_LR881938.1,1660640,1662172,-,pntA
NZ_LR881938.1,1662696,1663640,+,ydgH
NZ_LR881938.1,1663826,1665208,+,ydgI
NZ_LR881938.1,1665245,1665967,+,folM
NZ_LR881938.1,1665964,1666299,-,ydgC
NZ_LR881938.1,1666428,1667147,+,rstA
NZ_LR881938.1,1667151,1668452,+,rstB
NZ_LR881938.1,1668528,1669457,+,tus
NZ_LR881938.1,1669454,1670857,-,fumC
NZ_LR881938.1,1671000,1672646,-,fumB
NZ_LR881938.1,1672845,1674020,+,manA
NZ_LR881938.1,1674121,1675629,+,ydgA
NZ_LR881938.1,1675855,1677120,-,uidC
NZ_LR881938.1,1677159,1678532,-,uidB
NZ_LR881938.1,1678529,1680340,-,uidA
NZ_LR881938.1,1680731,1681321,-,uidR
NZ_LR881938.1,1681542,1682309,-,hdhA
NZ_LR881938.1,1682421,1683449,-,malI
NZ_LR881938.1,1683624,1685216,+,malX
NZ_LR881938.1,1685226,1686398,+,malY
NZ_LR881938.1,1686502,1687503,+,add
NZ_LR881938.1,1687537,1688577,-,ydgJ
NZ_LR881938.1,1688820,1688945,+,blr
NZ_LR881938.1,1689218,1689433,+,ydgT
NZ_LR881938.1,1689519,1689959,+,ydgK
NZ_LR881938.1,1690036,1690617,+,rsxA
NZ_LR881938.1,1690617,1691195,+,rsxB
NZ_LR881938.1,1691188,1693410,+,rsxC
NZ_LR881938.1,1693411,1694469,+,rsxD
NZ_LR881938.1,1694473,1695093,+,rsxG
NZ_LR881938.1,1695097,1695792,+,rsxE
NZ_LR881938.1,1695792,1696427,+,nth
NZ_LR881938.1,1697038,1698540,+,dtpA
NZ_LR881938.1,1698646,1699251,+,gstA
NZ_LR881938.1,1699295,1700158,-,pdxY
NZ_LR881938.1,1700217,1701491,-,tyrS
NZ_LR881938.1,1701620,1702276,-,pdxH
NZ_LR881938.1,1702335,1702664,-,mliC
NZ_LR881938.1,1702762,1703871,-,anmK
NZ_LR881938.1,1704145,1704612,+,slyB
NZ_LR881938.1,1704659,1705093,-,slyA
NZ_LR881938.1,1705294,1705530,+,ydhI
NZ_LR881938.1,1705533,1706390,+,ydhJ
NZ_LR881938.1,1706390,1708402,+,ydhK
NZ_LR881938.1,1708403,1708924,-,sodC
NZ_LR881938.1,1709005,1709901,-,ydhF
NZ_LR881938.1,1709950,1710189,-,ydhL
NZ_LR881938.1,1710292,1710891,+,nemR
NZ_LR881938.1,1710928,1712025,+,nemA
NZ_LR881938.1,1712106,1712513,+,gloA
NZ_LR881938.1,1712616,1713263,+,rnt
NZ_LR881938.1,1713356,1717972,+,lhr
NZ_LR881938.1,1718023,1718370,-,grxD
NZ_LR881938.1,1718704,1719519,+,mepH
NZ_LR881938.1,1719647,1720228,+,sodB
NZ_LR881938.1,1720390,1721559,-,ydhP
NZ_LR881938.1,1721725,1721814,-,cydH
NZ_LR881938.1,1722113,1723138,+,purR
NZ_LR881938.1,1723135,1724067,-,punR
NZ_LR881938.1,1724180,1725391,+,punC
NZ_LR881938.1,1725682,1726830,+,cfa
NZ_LR881938.1,1726870,1727511,-,ribE
NZ_LR881938.1,1727726,1729099,+,mdtK
NZ_LR881938.1,1729140,1730396,-,ydhQ
NZ_LR881938.1,1730704,1730780,+,IEU92_RS08485
NZ_LR881938.1,1730785,1730861,+,IEU92_RS08490
NZ_LR881938.1,1730969,1731274,+,ydhR
NZ_LR881938.1,1731400,1733004,+,ydhS
NZ_LR881938.1,1733016,1733828,-,ydhT
NZ_LR881938.1,1733832,1734617,-,phsC
NZ_LR881938.1,1734614,1735282,-,ydhX
NZ_LR881938.1,1735346,1735984,-,ydhW
NZ_LR881938.1,1735997,1738099,-,ydhV
NZ_LR881938.1,1738120,1738746,-,ydhY
NZ_LR881938.1,1739201,1739410,-,fumD
NZ_LR881938.1,1739765,1739959,+,ynhH
NZ_LR881938.1,1739967,1741379,+,pykF
NZ_LR881938.1,1741690,1741926,+,lpp
NZ_LR881938.1,1741990,1742994,-,ldtE
NZ_LR881938.1,1743143,1743559,-,sufE
NZ_LR881938.1,1743572,1744792,-,sufS
NZ_LR881938.1,1744789,1746060,-,sufD
NZ_LR881938.1,1746035,1746781,-,sufC
NZ_LR881938.1,1746791,1748278,-,sufB
NZ_LR881938.1,1748287,1748655,-,sufA
NZ_LR881938.1,1749203,1749391,-,ydiH
NZ_LR881938.1,1749491,1749901,-,menI
NZ_LR881938.1,1749898,1752954,-,ydiJ
NZ_LR881938.1,1753343,1754455,+,ydiK
NZ_LR881938.1,1754641,1754748,+,rprA
NZ_LR881938.1,1754884,1755240,+,ydiL
NZ_LR881938.1,1755340,1756554,+,ydiM
NZ_LR881938.1,1756781,1758046,+,ydiN
NZ_LR881938.1,1758058,1758924,+,ydiB
NZ_LR881938.1,1758955,1759713,+,aroD
NZ_LR881938.1,1759856,1761451,+,ydiF
NZ_LR881938.1,1761465,1762616,+,ydiO
NZ_LR881938.1,1762659,1763570,-,ydiP
NZ_LR881938.1,1763886,1764650,+,ydiQ
NZ_LR881938.1,1764670,1765608,+,ydiR
NZ_LR881938.1,1765664,1766953,+,ydiS
NZ_LR881938.1,1766950,1767243,+,ydiT
NZ_LR881938.1,1767300,1768946,+,fadK
NZ_LR881938.1,1769003,1771381,-,ppsA
NZ_LR881938.1,1771714,1772547,+,ppsR
NZ_LR881938.1,1772704,1773750,+,aroH
NZ_LR881938.1,1773882,1774073,+,hemP
NZ_LR881938.1,1774077,1775513,-,selO
NZ_LR881938.1,1775576,1776289,-,ydiV
NZ_LR881938.1,1776536,1777000,-,nlpC
NZ_LR881938.1,1777078,1777827,-,btuD
NZ_LR881938.1,1777827,1778378,-,btuE
NZ_LR881938.1,1778441,1779421,-,btuC
NZ_LR881938.1,1779522,1779821,-,ihfA
NZ_LR881938.1,1779826,1782213,-,pheT
NZ_LR881938.1,1782228,1783211,-,pheS
NZ_LR881938.1,1783495,1783539,-,pheM
NZ_LR881938.1,1783662,1784018,-,rplT
NZ_LR881938.1,1784071,1784268,-,rpmI
NZ_LR881938.1,1784365,1784907,-,infC
NZ_LR881938.1,1784911,1786839,-,thrS
NZ_LR881938.1,1789434,1789541,+,yniD
NZ_LR881938.1,1789594,1790352,-,ydiY
NZ_LR881938.1,1790639,1791568,+,pfkB
NZ_LR881938.1,1791669,1791959,+,ghoS
NZ_LR881938.1,1792065,1792925,+,yniA
NZ_LR881938.1,1792966,1793502,-,yniB
NZ_LR881938.1,1793649,1794317,+,hxpB
NZ_LR881938.1,1794480,1795070,+,ydjM
NZ_LR881938.1,1795203,1796594,+,tcyP
NZ_LR881938.1,1796598,1797401,-,ydjO
NZ_LR881938.1,1797690,1797953,-,cedA
NZ_LR881938.1,1798136,1800397,+,katE
NZ_LR881938.1,1800655,1801404,-,chbG
NZ_LR881938.1,1801417,1802769,-,celF
NZ_LR881938.1,1802874,1803716,-,chbR
NZ_LR881938.1,1803724,1804074,-,chbA
NZ_LR881938.1,1804125,1805483,-,chbC
